Title,ExternalKey,TierCode,TierLabel,Segment,RoleFit,OrganizationName,StateCode,StateName,City,County,LocaleCode,LocaleDisplay,SaipePercent,SaipeBand,Basis,ContactName,ContactTitle,Phone,Website,OutreachProgram,OutreachLink,Flags,AssignedRepText,OutreachStatus,LastContact,NextStep,Notes,SourceDataset,ActiveFlag
Orleans Central Supervisory Union,2-school-district-vt-orleans-central-supervisory-union,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Orleans Central Supervisory Union,VT,Vermont,Orleans,Orleans County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(802) 754-6945,http://www.ocsu.org/,,,,,Not Started,,,,K12 Locale43,Yes
Orleans Community Schools,2-school-district-in-orleans-community-schools,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Orleans Community Schools,IN,Indiana,Orleans,Orange County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(812) 865-2688,http://www.orleans.k12.in.us/,,,,,Not Started,,,,K12 Locale43,Yes
Orleans Southwest Supervisory Union,2-school-district-vt-orleans-southwest-supervisory-union,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Orleans Southwest Supervisory Union,VT,Vermont,Hardwick,Caledonia County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(802) 472-6531,http://www.ossu.org/,,,,,Not Started,,,,K12 Locale43,Yes
OROFINO JOINT DISTRICT,2-school-district-id-orofino-joint-district,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,OROFINO JOINT DISTRICT,ID,Idaho,Orofino,Clearwater County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(208) 476-5593,,,,,,Not Started,,,,K12 Locale43,Yes
Oroville School District,2-school-district-wa-oroville-school-district,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Oroville School District,WA,Washington,Oroville,Okanogan County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(509) 476-2281,http://oroville.wednet.edu,,,,,Not Started,,,,K12 Locale43,Yes
Ortonville Public Schools,2-school-district-mn-ortonville-public-schools,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Ortonville Public Schools,MN,Minnesota,Ortonville,Big Stone County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(320) 839-6181,http://ortonville.k12.mn.us/,,,,,Not Started,,,,K12 Locale43,Yes
Osage Comm School District,2-school-district-ia-osage-comm-school-district,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Osage Comm School District,IA,Iowa,Osage,Mitchell County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(641) 732-5381,http://www.osageschools.com,,,,,Not Started,,,,K12 Locale43,Yes
Osborne County,2-school-district-ks-osborne-county,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Osborne County,KS,Kansas,Osborne,Osborne County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(785) 346-2145,http://usd392.com,,,,,Not Started,,,,K12 Locale43,Yes
OSCEOLA,2-school-district-mo-osceola,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,OSCEOLA,MO,Missouri,Osceola,St. Clair County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(417) 646-8143,http://www.osceola.k12.mo.us,,,,,Not Started,,,,K12 Locale43,Yes
OSCEOLA PUBLIC SCHOOLS,2-school-district-ne-osceola-public-schools,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,OSCEOLA PUBLIC SCHOOLS,NE,Nebraska,Osceola,Polk County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(402) 747-3121,,,,,,Not Started,,,,K12 Locale43,Yes
OSHKI OGIMAAG CHARTER SCHOOL,2-school-district-mn-oshki-ogimaag-charter-school,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,OSHKI OGIMAAG CHARTER SCHOOL,MN,Minnesota,Grand Portage,Cook County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(218) 475-2112,http://oshkiogimaag.org/,,,,,Not Started,,,,K12 Locale43,Yes
OSMOND COMMUNITY SCHOOLS,2-school-district-ne-osmond-community-schools,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,OSMOND COMMUNITY SCHOOLS,NE,Nebraska,Osmond,Pierce County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(402) 748-3777,,,,,,Not Started,,,,K12 Locale43,Yes
Oswego,2-school-district-ks-oswego,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Oswego,KS,Kansas,Oswego,Labette County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(620) 795-2126,http://www.usd504.org,,,,,Not Started,,,,K12 Locale43,Yes
Otis School District No. R-3,2-school-district-co-otis-school-district-no-r-3,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Otis School District No. R-3,CO,Colorado,Otis,Washington County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(970) 246-3486,http://www.otisr3.com/,,,,,Not Started,,,,K12 Locale43,Yes
Otis-Bison,2-school-district-ks-otis-bison,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Otis-Bison,KS,Kansas,Otis,Rush County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(785) 387-2201,http://www.usd403.org,,,,,Not Started,,,,K12 Locale43,Yes
OTSEGO-DELAWARE-SCHOHARIE-GREENE BOCES,2-school-district-ny-otsego-delaware-schoharie-greene-boces,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,OTSEGO-DELAWARE-SCHOHARIE-GREENE BOCES,NY,New York,Grand Gorge,Delaware County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(607) 588-6291,http://www.oncboces.org,,,,,Not Started,,,,K12 Locale43,Yes
Ovando Elem,1-school-district-mt-ovando-elem,1,"Tier 1: K-12 Rural Remote, >30% SAIPE",School District,Spoke Candidate,Ovando Elem,MT,Montana,Ovando,Powell County,43,43-Rural: Remote,30.0,30%+,Locale 43 and SAIPE ≥ 30%,Dena Hooker,District Contact,(406) 793-5722,,,,,,Not Started,,,,K12 Locale43,Yes
Overton County,2-school-district-tn-overton-county,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Overton County,TN,Tennessee,Livingston,Overton County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(931) 823-1287,http://www.oc-sd.com,,,,,Not Started,,,,K12 Locale43,Yes
Owen-Withee School District,2-school-district-wi-owen-withee-school-district,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Owen-Withee School District,WI,Wisconsin,Owen,Clark County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(715) 229-2151,http://www.owen-withee.k12.wi.us,,,,,Not Started,,,,K12 Locale43,Yes
Owendale-Gagetown Area School District,2-school-district-mi-owendale-gagetown-area-school-district,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Owendale-Gagetown Area School District,MI,Michigan,Owendale,Huron County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(989) 678-4261,http://www.owengage.org,,,,,Not Started,,,,K12 Locale43,Yes
Owens School District No.6 (4373),2-school-district-az-owens-school-district-no-6-4373,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Owens School District No.6 (4373),AZ,Arizona,Wikieup,Mohave County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(928) 765-2311,,,,,,Not Started,,,,K12 Locale43,Yes
Owens Valley Unified,2-school-district-ca-owens-valley-unified,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Owens Valley Unified,CA,California,Independence,Inyo County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(760) 878-2405,http://www.ovusd.org,,,,,Not Started,,,,K12 Locale43,Yes
Owsley County,1-school-district-ky-owsley-county,1,"Tier 1: K-12 Rural Remote, >30% SAIPE",School District,Spoke Candidate,Owsley County,KY,Kentucky,Booneville,Owsley County,43,43-Rural: Remote,43.3,30%+,Locale 43 and SAIPE ≥ 30%,Tonya Spicer,District Contact,(606) 593-6363,http://www.owsley.kyschools.us/,,,,,Not Started,,,,K12 Locale43,Yes
Oxbow Unified Union School District #91,2-school-district-vt-oxbow-unified-union-school-district-91,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Oxbow Unified Union School District #91,VT,Vermont,Bradford,Orange County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(802) 222-5216,http://www.oesu.org/,,,,,Not Started,,,,K12 Locale43,Yes
OZARKA COLLEGE TECHNICAL CENTER,2-school-district-ar-ozarka-college-technical-center,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,OZARKA COLLEGE TECHNICAL CENTER,AR,Arkansas,Melbourne,Izard County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(870) 368-7371,http://www.ozarka.edu/,,,,,Not Started,,,,K12 Locale43,Yes
Pacific Community Charter District,2-school-district-ca-pacific-community-charter-district,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Pacific Community Charter District,CA,California,Point Arena,Mendocino County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(707) 882-4131,http://www.pacificcharterschool.org,,,,,Not Started,,,,K12 Locale43,Yes
PADEN,2-school-district-ok-paden,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,PADEN,OK,Oklahoma,Paden,Okfuskee County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(405) 932-5053,http://www.paden.k12.ok.us,,,,,Not Started,,,,K12 Locale43,Yes
PADUCAH ISD,1-school-district-tx-paducah-isd,1,"Tier 1: K-12 Rural Remote, >30% SAIPE",School District,Spoke Candidate,PADUCAH ISD,TX,Texas,Paducah,Cottle County,43,43-Rural: Remote,30.8,30%+,Locale 43 and SAIPE ≥ 30%,GARY WAITMAN,District Contact,(806) 492-3524,http://www.paducahisd.org,,,,,Not Started,,,,K12 Locale43,Yes
PAINT CREEK ISD,1-school-district-tx-paint-creek-isd,1,"Tier 1: K-12 Rural Remote, >30% SAIPE",School District,Spoke Candidate,PAINT CREEK ISD,TX,Texas,Haskell,Haskell County,43,43-Rural: Remote,38.6,30%+,Locale 43 and SAIPE ≥ 30%,GLEN HILL,District Contact,(940) 864-2868,http://www.paintcreek.esc14.net,,,,,Not Started,,,,K12 Locale43,Yes
PAINT ROCK ISD,2-school-district-tx-paint-rock-isd,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,PAINT ROCK ISD,TX,Texas,Paint Rock,Concho County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(325) 732-4314,http://www.paintrockisd.net,,,,,Not Started,,,,K12 Locale43,Yes
Paint Valley Local,2-school-district-oh-paint-valley-local,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Paint Valley Local,OH,Ohio,Bainbridge,Ross County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(740) 634-2826,http://www.paintvalleylocalschools.org/,,,,,Not Started,,,,K12 Locale43,Yes
Paisley SD 11,2-school-district-or-paisley-sd-11,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Paisley SD 11,OR,Oregon,Paisley,Lake County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(541) 943-3111,http://www.paisleyschooldistrict.com,,,,,Not Started,,,,K12 Locale43,Yes
PALACIOS ISD,2-school-district-tx-palacios-isd,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,PALACIOS ISD,TX,Texas,Palacios,Matagorda County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(361) 972-5491,http://www.palaciosisd.org,,,,,Not Started,,,,K12 Locale43,Yes
Palco,2-school-district-ks-palco,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Palco,KS,Kansas,Damar,Rooks County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(785) 839-4265,http://www.usd269.net,,,,,Not Started,,,,K12 Locale43,Yes
Paloma School District (4255),2-school-district-az-paloma-school-district-4255,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Paloma School District (4255),AZ,Arizona,Gila Bend,Maricopa County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(928) 683-2588,http://www.palomaesd.org,,,,,Not Started,,,,K12 Locale43,Yes
Palouse School District,2-school-district-wa-palouse-school-district,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Palouse School District,WA,Washington,Palouse,Whitman County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(509) 878-1921,,,,,,Not Started,,,,K12 Locale43,Yes
Pamlico County Schools,2-school-district-nc-pamlico-county-schools,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Pamlico County Schools,NC,North Carolina,Bayboro,Pamlico County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(252) 745-4171,http://www.pamlicoschools.org,,,,,Not Started,,,,K12 Locale43,Yes
Panoche Elementary,2-school-district-ca-panoche-elementary,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Panoche Elementary,CA,California,Paicines,San Benito County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(831) 628-3438,http://www.sbcoe.k12.ca.us/districts/panoche.html,,,,,Not Started,,,,K12 Locale43,Yes
PANOLA,2-school-district-ok-panola,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,PANOLA,OK,Oklahoma,Wilburton,Latimer County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(918) 465-0011,http://www.panolabearcats.org,,,,,Not Started,,,,K12 Locale43,Yes
Panorama Comm School District,2-school-district-ia-panorama-comm-school-district,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Panorama Comm School District,IA,Iowa,Panora,Guthrie County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(641) 755-4144,http://www.panoramaschools.org,,,,,Not Started,,,,K12 Locale43,Yes
PANTHER CREEK CISD,2-school-district-tx-panther-creek-cisd,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,PANTHER CREEK CISD,TX,Texas,Valera,Coleman County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(325) 203-5800,http://www.pcreek.net,,,,,Not Started,,,,K12 Locale43,Yes
Paoli Community School Corp,2-school-district-in-paoli-community-school-corp,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Paoli Community School Corp,IN,Indiana,Paoli,Orange County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(812) 723-4717,http://www.paoli.k12.in.us/,,,,,Not Started,,,,K12 Locale43,Yes
Paradise,2-school-district-ks-paradise,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Paradise,KS,Kansas,Natoma,Osborne County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(785) 885-4843,http://www.usd399.com,,,,,Not Started,,,,K12 Locale43,Yes
PARIS R-II,2-school-district-mo-paris-r-ii,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,PARIS R-II,MO,Missouri,Paris,Monroe County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(660) 289-0966,http://www.pariscoyotes.com,,,,,Not Started,,,,K12 Locale43,Yes
PARIS SCHOOL DISTRICT,2-school-district-ar-paris-school-district,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,PARIS SCHOOL DISTRICT,AR,Arkansas,Paris,Logan County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(844) 963-3243,http://parisschools.org,,,,,Not Started,,,,K12 Locale43,Yes
Park County School District #16,2-school-district-wy-park-county-school-district-16,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Park County School District #16,WY,Wyoming,Meeteetse,Park County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(307) 868-2501,http://www.park16.k12.wy.us/,,,,,Not Started,,,,K12 Locale43,Yes
Park County School District No. Re-2,2-school-district-co-park-county-school-district-no-re-2,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Park County School District No. Re-2,CO,Colorado,Fairplay,Park County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(719) 836-3114,http://www.parkcountyre2.org,,,,,Not Started,,,,K12 Locale43,Yes
PARK RAPIDS PUBLIC SCHOOL DISTRICT,2-school-district-mn-park-rapids-public-school-district,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,PARK RAPIDS PUBLIC SCHOOL DISTRICT,MN,Minnesota,Park Rapids,Hubbard County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(218) 237-6500,http://www.parkrapids.k12.mn.us/,,,,,Not Started,,,,K12 Locale43,Yes
PARK RIVER AREA 8,2-school-district-nd-park-river-area-8,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,PARK RIVER AREA 8,ND,North Dakota,Park River,Walsh County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(701) 284-7164,http://www.parkriverk12.com,,,,,Not Started,,,,K12 Locale43,Yes
PARKERS PRAIRIE PUBLIC SCHOOL DIST.,2-school-district-mn-parkers-prairie-public-school-dist,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,PARKERS PRAIRIE PUBLIC SCHOOL DIST.,MN,Minnesota,Parkers Prairie,Otter Tail County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(218) 338-6011,http://www.isd547.org,,,,,Not Started,,,,K12 Locale43,Yes
Parkston School District 33-3,2-school-district-sd-parkston-school-district-33-3,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Parkston School District 33-3,SD,South Dakota,Parkston,Hutchinson County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(605) 928-3368,http://www.parkston.k12.sd.us,,,,,Not Started,,,,K12 Locale43,Yes
PARSHALL 3,2-school-district-nd-parshall-3,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,PARSHALL 3,ND,North Dakota,Parshall,Mountrail County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(701) 862-3129,http://www.parshall.k12.nd.us,,,,,Not Started,,,,K12 Locale43,Yes
Pateros School District,2-school-district-wa-pateros-school-district,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Pateros School District,WA,Washington,Pateros,Okanogan County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(509) 923-2343,,,,,,Not Started,,,,K12 Locale43,Yes
Patoka CUSD 100,2-school-district-il-patoka-cusd-100,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Patoka CUSD 100,IL,Illinois,Patoka,Marion County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(618) 432-5440,http://www.patokaschool.com,,,,,Not Started,,,,K12 Locale43,Yes
Paton-Churdan Comm School District,2-school-district-ia-paton-churdan-comm-school-district,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Paton-Churdan Comm School District,IA,Iowa,Churdan,Greene County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(515) 389-3111,http://www.paton-churdan.k12.ia.us,,,,,Not Started,,,,K12 Locale43,Yes
PATTON SPRINGS ISD,1-school-district-tx-patton-springs-isd,1,"Tier 1: K-12 Rural Remote, >30% SAIPE",School District,Spoke Candidate,PATTON SPRINGS ISD,TX,Texas,Afton,Dickens County,43,43-Rural: Remote,31.0,30%+,Locale 43 and SAIPE ≥ 30%,Bryan White,District Contact,(806) 689-2220,http://www.pattonsprings.net,,,,,Not Started,,,,K12 Locale43,Yes
PATTONSBURG R-II,2-school-district-mo-pattonsburg-r-ii,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,PATTONSBURG R-II,MO,Missouri,Pattonsburg,Daviess County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(660) 367-2111,http://www.pattonsburg.k12.mo.us,,,,,Not Started,,,,K12 Locale43,Yes
PAWHUSKA,2-school-district-ok-pawhuska,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,PAWHUSKA,OK,Oklahoma,Pawhuska,Osage County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(918) 287-1265,http://www.pawhuskadistrict.org,,,,,Not Started,,,,K12 Locale43,Yes
PAWNEE,2-school-district-ok-pawnee,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,PAWNEE,OK,Oklahoma,Pawnee,Pawnee County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(918) 762-3676,http://www.pawnee.k12.ok.us/,,,,,Not Started,,,,K12 Locale43,Yes
PAWNEE CITY PUBLIC SCHOOLS,2-school-district-ne-pawnee-city-public-schools,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,PAWNEE CITY PUBLIC SCHOOLS,NE,Nebraska,Pawnee City,Pawnee County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(402) 852-2988,,,,,,Not Started,,,,K12 Locale43,Yes
Pawnee Heights,2-school-district-ks-pawnee-heights,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Pawnee Heights,KS,Kansas,Rozel,Pawnee County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(620) 527-4212,http://www.phtigers.net,,,,,Not Started,,,,K12 Locale43,Yes
PAWNEE ISD,2-school-district-tx-pawnee-isd,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,PAWNEE ISD,TX,Texas,Pawnee,Bee County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(361) 456-7256,http://www.pawneeisd.net/,,,,,Not Started,,,,K12 Locale43,Yes
PAXTON CONSOLIDATED SCHOOLS,2-school-district-ne-paxton-consolidated-schools,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,PAXTON CONSOLIDATED SCHOOLS,NE,Nebraska,Paxton,Keith County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(308) 239-4283,,,,,,Not Started,,,,K12 Locale43,Yes
Pe Ell School District,2-school-district-wa-pe-ell-school-district,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Pe Ell School District,WA,Washington,Pe Ell,Lewis County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(360) 291-3244,,,,,,Not Started,,,,K12 Locale43,Yes
Peabody-Burns,2-school-district-ks-peabody-burns,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Peabody-Burns,KS,Kansas,Peabody,Marion County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(620) 983-2198,http://www.usd398.net,,,,,Not Started,,,,K12 Locale43,Yes
PEACE GARDEN STUDENT SUPPORT SERVICES,2-school-district-nd-peace-garden-student-support-services,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,PEACE GARDEN STUDENT SUPPORT SERVICES,ND,North Dakota,Bottineau,Bottineau County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(701) 228-3743,http://www.pgss.k12.nd.us,,,,,Not Started,,,,K12 Locale43,Yes
Peach Springs Unified District (4369),2-school-district-az-peach-springs-unified-district-4369,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Peach Springs Unified District (4369),AZ,Arizona,Peach Springs,Mohave County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(928) 769-2202,http://www.psusd8.org/,,,,,Not Started,,,,K12 Locale43,Yes
Peak to Peak Mountain Charter District,2-school-district-ca-peak-to-peak-mountain-charter-district,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Peak to Peak Mountain Charter District,CA,California,Pine Mountain Club,Kern County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(661) 242-3811,http://www.peaktopeakmountaincharter.org,,,,,Not Started,,,,K12 Locale43,Yes
Pearce Elementary District (4186),2-school-district-az-pearce-elementary-district-4186,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Pearce Elementary District (4186),AZ,Arizona,Pearce,Cochise County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(520) 826-3328,http://www.pearceschool.org,,,,,Not Started,,,,K12 Locale43,Yes
PEGGS,2-school-district-ok-peggs,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,PEGGS,OK,Oklahoma,Peggs,Cherokee County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(918) 598-3412,http://peggspanthers.com,,,,,Not Started,,,,K12 Locale43,Yes
Pekin Comm School District,2-school-district-ia-pekin-comm-school-district,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Pekin Comm School District,IA,Iowa,Packwood,Jefferson County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(319) 695-3707,http://www.pekincsd.org,,,,,Not Started,,,,K12 Locale43,Yes
Pelican City School District,1-school-district-ak-pelican-city-school-district,1,"Tier 1: K-12 Rural Remote, >30% SAIPE",School District,Spoke Candidate,Pelican City School District,AK,Alaska,Pelican,Hoonah-Angoon Census Area,43,43-Rural: Remote,50.0,30%+,Locale 43 and SAIPE ≥ 30%,Brett Agenbroad,District Contact,(907) 735-2236,http://www.pelicanschool.org,,,,,Not Started,,,,K12 Locale43,Yes
Pelican Rapids Public Schools,2-school-district-mn-pelican-rapids-public-schools,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Pelican Rapids Public Schools,MN,Minnesota,Pelican Rapids,Otter Tail County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(218) 863-5910,http://www.pelicanrapids.k12.mn.us/,,,,,Not Started,,,,K12 Locale43,Yes
